Vehicle Recovery,4127979.5424,323701.1012
Breaking & Entering,4155437.1767,329242.1541
Breaking & Entering,4152744.246,327564.1032
Robbery,4155290.882,326236.1691
Community Policing,4155887.4133,325174.0548
Liquor,4158721.7277,325620.7122
Alarm,4159022.642,324617.945
Breaking & Entering,4159700.816,318384.3104
Disorder,4159728.7612,325996.2405
Family Offense,4160237.7424,326061.9947
Traffic,4160563.6086,327064.4542
Theft,4096353.6806,326482.4898
Theft,4150376.7705,330969.4019
Vehicle Stop,4129413.7331,326469.8975
Disorder,4130140.1549,327642.2913
Other,4130660.6404,328149.7957
Traffic,4130950.7974,327660.7412
Theft,4156485.2287,324490.4428
Liquor,3739420.1234,781770.3083
Assault,3740450.7137,779919.6003
Community Policing,4130260.3671,327597.2855
Theft of Vehicle,4156499.254,326775.9642
Other,4095449.4539,326045.307
Disorder,4373340.6415,172348.1472
Disorder,4197986.6877,297724.0574
Theft,3737784.2981,781123.6041
Property Crime,4373735.3121,172435.3999
Disorder,4131417.5647,327860.5405
Traffic,4130916.1163,328704.1455
Breaking & Entering,3740908.5336,779171.6801
Disorder,4129577.523,327305.004
Disorder,4130175.5104,328206.6879
Theft of Vehicle,4131182.6498,327831.629
Community Policing,4096055.4133,326592.0279
Traffic,3761057.7489,669888.1685
Vehicle Stop,4129359.259,328675.2974
Missing Person,4095381.0766,324572.0963
Community Policing,4095993.638,327350.0518
Community Policing,4158844.409,324177.81
Community Policing,4159026.4515,324637.3902
Alarm,4160249.342,328097.9753
Missing Person,4161903.5701,321288.4873
Theft from Vehicle,4161378.9891,318945.2883
Disorder,4161612.5349,321403.9181
Theft,4162581.4371,319273.0582
Community Policing,4159936.4289,322791.6943
Theft from Vehicle,4156123.4621,326954.653
Theft from Vehicle,4156443.337,326731.2997
Theft,4156936.0359,329460.2852
Disorder,4161911.7826,319895.1864
Theft,4160011.9714,324826.3706
Theft from Vehicle,4154274.7323,330942.2903
Breaking & Entering,4158707.0826,329236.1297
Drugs,4161730.2356,320341.9106
Community Policing,4162992.5025,320367.1737
Theft from Vehicle,4155960.2129,326943.5507
Weapons Offense,4157644.381,326712.2521
Family Offense,4163858.0858,318251.298
Breaking & Entering,4154098.615,326030.797
Breaking & Entering,4161263.4319,321295.2641
Breaking & Entering,4150263.5129,330385.963
Disorder,4157699.8097,326902.3511
Disorder,4157966.0734,324521.9883
Drugs,4158529.7426,326093.5461
Weapons Offense,4160501.665,323009.1154
Community Policing,4162270.1884,319747.5531
Theft,4157639.338,322915.5098
Theft,4158919.7254,324795.3798
Breaking & Entering,4160621.8293,318262.2366
Disorder,4162473.204,318852.1753
Theft from Vehicle,4151837.3982,329092.5933
Family Offense,4161807.9672,318403.5061
Theft,4157439.0864,326811.444
Theft of Vehicle,4155691.8066,327757.7182
Theft,4157644.381,326712.2521
Liquor,4157644.381,326712.2521
Theft,4157644.381,326712.2521
Theft from Vehicle,4154098.615,326030.797
Breaking & Entering,4157743.4954,330628.7174
Sexual Assault,4160193.214,324931.0889
Death,4163474.0097,318679.3435
Theft of Vehicle,4153611.2821,328709.1119
Theft of Vehicle,4160230.8237,326066.2349
Theft from Vehicle,4157505.5546,323279.3789
Assault,4158332.03,327874.7073
Breaking & Entering,4160350.9585,322680.347
Family Offense,4158303.6487,326018.2369
Theft of Vehicle,4158715.2188,324648.531
Disorder,4158760.9776,325636.4182
Robbery,4158806.5174,325430.9104
Liquor,4158844.409,324177.81
Disorder,4160880.145,322486.9473
Theft from Vehicle,4161306.861,325796.6068
Theft of Vehicle,4153151.0121,329384.7369
Family Offense,4161062.1342,322567.9449
Disorder,4152808.8757,329571.8329
Community Policing,4152870.1021,329590.589
Theft from Vehicle,4156289.3518,326867.7361
Theft of Vehicle,4156423.5524,327460.9019
Disorder,4158529.0711,322163.359
Theft of Vehicle,4158804.401,325433.8547
Theft of Vehicle,4162102.162,319817.3324
Family Offense,4158579.9063,325296.9905
Traffic,4160392.4935,325113.2577
Theft of Vehicle,4159982.0237,323781.7952
Disorder,4159404.7792,324620.6741
Liquor,4157077.2673,327057.2022
Theft from Vehicle,4154270.3212,325507.6548
Theft from Vehicle,4160158.4296,322435.1498
Theft,4156678.5955,329563.2853
Drugs,4095536.0023,325027.8961
Theft from Vehicle,4156674.3878,329562.686
Disorder,4159901.163,325328.6546
Liquor,4155119.8427,327490.5408
Liquor,4095545.6804,326068.6989
Family Offense,4160944.9221,323017.0101
Theft,4161263.4319,321295.2641
Disorder,4159302.0863,324406.2693
Family Offense,4158850.619,322426.2576
Traffic,4096107.6267,325578.6691
Disorder,4159686.434,323659.5893
Theft from Vehicle,4159723.8971,325055.4437
Traffic,4159935.5336,328046.3353
Disorder,4154849.5861,327811.5842
Traffic,4095545.6804,326068.6989
Breaking & Entering,4157172.869,324832.9895
Breaking & Entering,4160861.6067,321918.8251
Theft,4157661.0451,323216.1265
Disorder,4157893.1422,330071.4611
Breaking & Entering,4161956.5053,318064.0298
Other,4192072.6815,298014.7363
Theft from Vehicle,4157933.5759,329972.6621
Traffic,4157036.4595,325042.3719
Other Sexual Offense,4158503.6643,325547.0985
Breaking & Entering,4160069.6485,322528.2433
Theft,4159018.3575,325706.1929
Theft,4095281.8045,325023.5417
Theft from Vehicle,4158041.5263,328869.8939
Property Crime,4096163.3711,325783.8233
Liquor,4159132.1074,324503.9192
Theft,4157883.9965,323356.24
Theft of Vehicle,4162414.9364,326011.0652
Theft,4152237.4266,329890.9474
Family Offense,4163721.0661,318513.1754
Arson,4158724.7859,323931.661
Breaking & Entering,4158337.2061,322773.646
Traffic,4095931.6149,326092.6517
Theft from Vehicle,4159654.2284,327573.3822
Theft,4161479.7647,319636.8978
Traffic,4160113.7206,324875.8176
Breaking & Entering,4161874.1028,318371.0614
Traffic,4155524.5188,328141.4331
Theft,4156916.5781,323936.3429
Alarm,4151172.9526,327986.5086
Theft from Vehicle,4156916.5781,323936.3429
Property Crime,4282190.6529,250395.3776
Liquor,4157960.6553,324520.344
Traffic,4279060.2368,250298.5113
Community Policing,4161359.9101,322566.9204
Weapons Offense,4155866.005,327041.8535
Missing Person,4158125.8375,323864.3583
Theft,4162503.7614,319387.3262
Drugs,4150139.2266,330685.6509
Breaking & Entering,4155719.786,326209.2713
Other,4192920.6353,298167.3745
Assault,4340304.3611,223049.5502
Other,4190897.3527,299342.7444
Pedestrian Stop,4374905.201,172393.2857
Theft,4156123.0981,324292.9914
Missing Person,4157878.5311,327572.421
Theft from Vehicle,4157681.2494,322478.3716
Traffic,4154354.8335,329587.1301
Drugs,4156123.0981,324292.9914
Theft,4155499.5964,328237.2223
Property Crime,4374905.201,172393.2857
Traffic,4374876.9254,172456.7938
Disorder,4159098.4922,323853.3611
Breaking & Entering,4375972.3982,172416.824
Theft,4158764.3869,324267.8764
Theft of Vehicle,4372667.8992,172411.8072
Theft,4192076.8126,297956.9418
Theft,4095859.6698,324572.198
Community Policing,4158308.0231,323765.4012
Traffic,4376002.4967,172415.5085
Traffic,4372667.8992,172411.8072
Robbery,4157773.2699,326222.4794
Disorder,4375972.3982,172416.824
Theft,4374876.9254,172456.7938
Theft,4160495.4053,322465.423
Disorder,4160470.8884,322884.2792
Disorder,4160470.8884,322884.2792
Breaking & Entering,4161616.9297,320309.2692
Family Offense,4164075.9856,317988.5529
Disorder,4159446.769,317980.4375
Theft,4154098.615,326030.797
Community Policing,4374009.0094,173591.8013
Family Offense,4158056.5123,323172.3639
Theft,4160930.8424,323079.9369
Theft,4095536.0023,325027.8961
Theft,4160392.4935,325113.2577
Traffic,4375972.3982,172416.824
Disorder,4154917.6684,326447.7746
Family Offense,4159936.4289,322791.6943
Traffic,4373460.0678,172255.4296
Traffic,4154356.9964,329344.5921
Vehicle Stop,4161556.4869,326377.495
Breaking & Entering,4155775.882,326222.4032
Breaking & Entering,4156973.5235,328834.3396
Family Offense,4161272.2022,325773.7973
Vehicle Stop,4374559.4765,173229.3343
Family Offense,4160878.3543,321891.3807
Traffic,4095859.6698,324572.198
Vehicle Stop,4162493.804,325975.2084
Traffic,4374905.201,172393.2857
Traffic,4160469.2892,325098.9533
Traffic,4374723.3703,172720.3381
Traffic,4373460.0678,172255.4296
Assault,4160905.7226,321866.8784
Traffic,4374905.201,172393.2857
Traffic,4374905.201,172393.2857
Traffic,4374905.201,172393.2857
Traffic,4373460.0678,172255.4296
Disorder,4373242.8296,172709.6202
Theft from Vehicle,4152201.4804,330151.953
Family Offense,4160415.5611,324495.3699
Other,4192134.2998,297255.5341
Theft,4154641.649,326357.7749
Traffic,4375581.5892,172370.113
Liquor,4191769.3637,299181.3084
Theft,4159956.5773,326379.7817
Assault,4162270.1884,319747.5531
Traffic,4162399.0714,319515.1602
Traffic,4096208.0487,326366.4688
Traffic,4373460.0678,172255.4296
Community Policing,4095458.4692,326043.7457
Traffic,4373460.0678,172255.4296
Breaking & Entering,4159620.9168,323172.066
Disorder,4374009.0094,173591.8013
Traffic,4374905.201,172393.2857
Community Policing,4163022.0056,319083.7444
Theft,4191721.3674,298209.3456
Breaking & Entering,4157818.5,324171.7935
Traffic,4373460.0678,172255.4296
Liquor,4160047.0219,322864.9274
Disorder,4373815.3093,173382.614
Alarm,4151287.3336,328762.3839
Theft,4160590.6919,323413.0667
Traffic,4153226.1181,329726.1502
Family Offense,4159740.6105,325962.8647
Theft from Vehicle,4159744.1931,325066.7376
Theft of Vehicle,4374050.4493,172529.7276
Disorder,4373134.6425,172557.5
Theft,4158740.223,324306.1226
Liquor,4374905.201,172393.2857
Family Offense,4162310.177,319687.4133
Theft,4163188.0535,324101.8044
Theft,4155583.9997,326364.5796
Other,4190887.3965,299496.7583
Community Policing,4374611.9727,173619.5036
Other,4127860.0978,323990.4061
Traffic,3761523.541,669598.7335
Traffic,3761151.4498,670763.0958
Theft from Vehicle,4150309.1608,330425.4393
Traffic,4374739.3973,172327.7347
Disorder,4127771.853,323433.0272
Liquor,4160878.3543,321891.3807
Vehicle Stop,4153993.7861,329686.4318
Disorder,4130916.2661,328723.9859
Other,4130163.6748,327077.1227
Vehicle Recovery,3761096.5553,670812.1986
Traffic,4095384.6074,325786.1294
Alarm,4021957.2317,389209.9465
Traffic,4128741.1036,328479.4459
Traffic,4128176.9709,326475.3439
Alarm,4374898.4672,172355.6804
Breaking & Entering,4127990.84,326531.9243
Traffic,4127906.206,325818.1989
Disorder,4160873.8273,323093.4322
Disorder,4128270.5741,327425.4471
Liquor,4130547.1654,327431.7533
Community Policing,4130143.1392,327526.3332
Liquor,4197750.4086,297396.5158
Traffic,4308241.6591,407363.4287
Family Offense,4158194.6528,325821.4586
Other,4310014.8998,407343.7433
Disorder,4129259.908,326815.3979
Traffic,4127906.206,325818.1989
Liquor,4197517.0358,297587.5858
Traffic,4127910.3454,323803.2227
Other,4130902.3518,326921.1132
Pedestrian Stop,4374753.9317,172470.9223
Pedestrian Stop,4129551.1543,327082.7513
Traffic,3761964.5281,670286.8148
Drugs,4095645.5423,325073.8117
Other,4130962.1977,327107.1769
Emergency,4130931.9438,327661.1697
Other,4130143.1392,327526.3332
Other,4130358.3017,328712.6115
Assault with Deadly Weapon,3760573.8587,669968.5868
Traffic,4129486.3656,327433.8675
Community Policing,4130143.1392,327526.3332
Liquor,4191056.6353,299253.4439
Other,4129350.1187,328108.8234
Other,4130861.6325,328458.9316
Theft of Vehicle,4192920.6353,298167.3745
Other,4131806.7278,327125.9561
Other,4129727.4091,328685.6937
Alarm,4130563.353,328717.2981
Community Policing,4373453.2452,172390.3179
Other,4128853.2946,326013.3146
Other,4130157.223,326284.7943
Theft,4156989.8037,330136.0863
Other,4308323.0407,407037.2645
Traffic,4154467.0691,325664.66
Breaking & Entering,4129675.5538,325904.5489
Other,4308713.2741,407511.2971
Other,4128193.6951,325333.9168
Traffic,4340111.9398,223180.2356
Community Policing,4159793.7172,326047.0959
Other,4128173.5319,326486.9876
Theft,4374053.8486,172298.598
Other,4095751.0983,326619.4526
Other,4127301.2452,324516.2654
Alarm,4127463.4327,326202.8734
Emergency,4127990.84,326531.9243
Weapons Offense,4309171.0993,406714.8193
Traffic,4130163.6748,327077.1227
Alarm,4126766.1039,327050.3778
Traffic,4130962.1987,325447.8046
Disorder,4158208.1302,321836.2323
Property Crime,4095938.0649,325036.5407
Disorder,4161980.4189,318530.0197
Other,4131940.2217,327794.5001
Disorder,4022195.8255,388115.0518
Other,4130125.9985,328369.1611
Other,4130126.1168,327406.4851
Traffic,3762270.2617,671475.1916
Traffic,4373651.1513,172272.5469
Alarm,4129011.7071,326762.6371
Theft from Vehicle,4152486.2417,329422.2633
Theft from Vehicle,4278430.5518,250855.2836
Traffic,4130163.6748,327077.1227
Other,4192147.7287,298168.9136
Breaking & Entering,4308440.4615,406638.0645
Other,4130723.9821,328039.3065
Disorder,4128977.5225,327724.6313
Breaking & Entering,4159956.5773,326379.7817
Traffic,4373812.1094,173582.8232
Pedestrian Stop,4373810.3795,173584.2689
Traffic,4375305.9777,172238.4063
Disorder,4128746.0615,325318.9811
Traffic,4160007.3356,321855.0628
Community Policing,4153502.5771,329610.5837
Theft from Vehicle,4152486.2417,329422.2633
Other,4139207.7392,325193.005
Traffic,4022573.681,387958.6555
Breaking & Entering,4160815.2248,320809.4954
Alarm,4128449.4067,327008.0301
Theft from Vehicle,4308791.9817,406681.3731
Missing Person,4191710.377,299087.3202
Emergency,4130643.5632,326670.2748
Traffic,4375028.2778,172229.0022
Disorder,4128889.9988,325407.7035
Other,4126389.5011,326791.7884
Community Policing,4374383.4876,173741.0306
Other,4129495.1937,328695.8034
Alarm,4127495.9789,326495.9539
Traffic,4373654.5926,172399.4182
Disorder,4159486.584,325743.1899
Vehicle Recovery,3760573.4388,670267.3984
Theft,4155263.0415,329182.5213
Other,4130143.1392,327526.3332
Theft of Vehicle,4159773.0693,324700.661
Other,4131460.3452,327595.5908
Theft of Vehicle,3761650.6255,670593.5118
Traffic,4127772.2673,324936.3738
Other,4095431.9873,325046.7938
Breaking & Entering,4162900.9186,326535.0866
Traffic,4130163.6748,327077.1227
Disorder,4130146.5847,327206.3831
Theft,4158332.792,322770.7662
Liquor,4197868.7651,298445.8818
Assault,4373303.0791,172613.4494
Traffic,4128147.2609,327319.4566
Traffic,4375579.9162,172370.7324
Alarm,4128508.724,326677.9245
Traffic,4375713.9259,172490.0898
Family Offense,4155354.646,326996.3186
Disorder,4157827.7498,326339.4685
Theft,4191238.1664,299151.5104
Property Crime,4198581.1821,298042.9363
Property Crime,3760805.761,671133.689
Community Policing,4375048.6245,172369.6701
Other,4128342.3918,323883.2246
Pedestrian Stop,4373030.2511,172202.0693
Death,4160374.1657,324971.6827
Theft,4021859.3781,388343.5622
Disorder,4150965.6935,330078.9212
Community Policing,4128563.5329,325124.3591
Vehicle Stop,4128741.1036,328479.4459
Theft of Vehicle,4135032.6393,332843.154
Disorder,4127692.0666,327293.1092
Disorder,4159404.3893,324077.8219
Traffic,4152073.2937,329599.4684
Emergency,4130563.353,328717.2981
Traffic,4130163.6748,327077.1227
Theft of Vehicle,3761599.2882,669632.3765
Theft,4130723.9821,328039.3065
Community Policing,4161152.611,320310.0366
Community Policing,4130143.1392,327526.3332
Pedestrian Stop,4373303.0791,172613.4494
Traffic,4374898.4672,172355.6804
Alarm,4129737.5659,328346.5247
Vehicle Stop,4130162.7764,327094.8407
Breaking & Entering,4130139.3103,326025.6207
Traffic,3760413.8417,669356.5931
Liquor,4159804.55,325872.537
Traffic,4308394.1592,406633.4753
Other,4130313.9492,325570.0843
Other,4129779.3619,325800.2787
Traffic,4127594.1492,327632.6192
Other,4130563.353,328717.2981
Family Offense,4159630.9694,323538.4637
Disorder,4128877.0798,326163.3375
Theft,4160230.8237,326066.2349
Community Policing,4130143.1392,327526.3332
Vehicle Stop,4372705.4085,171958.6159
Alarm,4130132.898,327892.8401
Theft,4280305.1013,250204.6481
Disorder,4128263.3587,324762.9456
Theft,4158211.8998,326857.4147
Traffic,4374173.155,172424.6715
Other,4130581.3652,327123.0727
Disorder,4130563.353,328717.2981
Community Policing,4130143.1392,327526.3332
Traffic,4158194.6528,325821.4586
Traffic,4374739.3973,172327.7347
Theft,4192610.4456,297912.1349
Breaking & Entering,4281448.3998,250016.1315
Theft,4158211.8998,326857.4147
Theft,4158693.5118,322247.96
Theft from Vehicle,4159967.5311,321933.3232
Disorder,4161169.442,326304.2562
Other,4129995.9636,325906.5875
Traffic,4376842.1621,172436.0834
Property Crime,4197430.9655,297860.2379
Assault,4279764.8607,250058.086
Other,4312778.4662,404982.1377
Emergency,4127738.2013,325564.3008
Theft,3762355.4371,670728.5908
Theft,4160447.3837,327463.521
Other,4130857.2062,327943.4726
Community Policing,4374591.4591,172554.6114
Theft,4095645.5423,325073.8117
Traffic,4128546.0023,326760.1889
Theft from Vehicle,4156335.8753,325940.1242
Missing Person,3761878.9334,669399.1307
Liquor,4158149.6318,325491.7601
Liquor,4198022.6062,297878.8579
Vehicle Stop,4130932.3101,327752.4775
Traffic,4129765.7018,327082.5615
Liquor,4162478.6121,320938.9609
Theft,4278819.5002,249697.3857
Liquor,4158341.2598,325621.6478
Other,4124787.6269,323034.8276
Disorder,4176398.9231,335678.5265
Property Crime Commercial,4196984.1029,297081.9399
Community Policing,4128509.0768,326743.6297
Breaking & Entering,4023090.0233,390176.3659
Other,4191056.6353,299253.4439
Traffic,4133597.4115,327988.7125
Vehicle Stop,4130915.8582,328901.635
Pedestrian Stop,4340163.4736,223526.5276
Theft,4308246.3739,407509.015
Assault,4308035.7484,407396.6516
Liquor,4198234.6119,297693.1642
Traffic,4127854.0832,326274.9284
Theft,4375449.1937,172247.8782
Vehicle Stop,4129640.4501,328343.5428
Community Policing,4130780.6,328383.0682
Pedestrian Stop,4130922.9962,328368.3731
Liquor,4157341.5873,324582.6838
Theft,4307621.0053,406333.3795
Disorder,4158232.2302,325547.447
Disorder,4160183.8469,320662.5113
Theft from Vehicle,4160465.6005,325792.5209
Other,4373810.4461,173584.2717
Vehicle Stop,4155122.1316,327503.8665
Theft,4176481.8249,332516.2466
Other,4130861.6325,328458.9316
Vehicle Stop,4128867.0732,327596.1116
Traffic,4158114.1521,323547.8355
Breaking & Entering,4128043.0648,324523.0992
Disorder,4095289.7691,326238.9843
Traffic,4176276.4605,329472.5198
Traffic,4130163.6748,327077.1227
Alarm,4129134.0226,327562.9803
Theft,4159132.1074,324503.9192
Community Policing,4130143.138,327526.3953
Alarm,4127796.1367,325281.3608
Breaking & Entering,4215742.3741,310792.6733
Theft of Vehicle,3762569.3813,670759.3511
Liquor,4159209.3359,325813.1665
Breaking & Entering,4158223.3264,321679.7374
Theft of Vehicle,4176666.3425,335850.7107
Vehicle Stop,4128523.7738,327724.6562
Vehicle Stop,4128671.7628,327764.8165
Community Policing,4154582.7221,327859.6798
Vehicle Stop,4128525.8051,327607.9463
Emergency,4130957.679,325894.6993
Vehicle Stop,4128522.4264,326130.1003
Theft,4095645.5423,325073.8117
Community Policing,4130851.4984,326051.7565
Community Policing,4128821.1003,325694.0794
Family Offense,4156946.1156,329156.5796
Community Policing,4130143.138,327526.3953
Theft,4177908.722,335030.9746
Theft,4154098.615,326030.797
Liquor,4160350.9585,322680.347
Disorder,4130873.5102,325449.1072
Breaking & Entering,4156998.6876,326167.6573
Alarm,4130861.6325,328458.9316
Assault,4163956.6043,318112.6558
Pedestrian Stop,4373659.7113,172271.9423
Vehicle Recovery,4176734.6753,329892.7135
Traffic,4022007.5475,387834.8046
Traffic,4162287.1509,319688.6011
Community Policing,4130232.1361,326891.4548
Theft,3760944.0022,669565.0797
Alarm,4130295.5513,327348.3089
Drugs,4129259.279,326762.5155
Assault,3760460.22,669710.2147
Disorder,4130754.0244,328412.4671
Drugs,4128184.9874,326019.6517
Traffic,4176389.1751,333501.2767
Alarm,4127910.3019,323803.1774
Theft of Vehicle,4022620.2496,389443.9535
Other,4375147.9291,172684.5167
Other,4129954.1032,329158.9685
Other,4132144.7213,328085.1334
Other,4130959.273,325727.6907
Missing Person,4307741.7519,406492.2453
Vehicle Stop,4129945.5313,327096.0569
Traffic,4374016.9713,172358.1693
Alarm,4128971.1335,324798.3547
Community Policing,4374293.5716,172566.6544
Breaking & Entering,4159685.3032,321374.8202
Theft,4130235.769,324807.5265
Theft,4130653.3047,326905.537
Vehicle Recovery,3762003.4908,669946.1629
Theft,3761983.8598,670779.5505
Community Policing,4372452.1978,172098.7583
Traffic,4374426.9343,173058.2736
Theft of Vehicle,4130798.4338,328076.9162
Community Policing,4152728.6693,327577.8589
Community Policing,4130143.138,327526.3953
Theft from Vehicle,3761821.0191,671250.4934
Traffic,4374563.5892,172802.0237
Traffic,4374898.4672,172355.6804
Alarm,4374462.6039,172320.3242
Traffic,3784399.1552,679335.6149
Disorder,4128853.2957,326013.2613
Traffic,4374170.7577,172534.118
Vehicle Stop,4374721.5456,172781.2295
Drugs,4157590.796,323156.4119
Liquor,4157590.796,323156.4119
Traffic,4175770.916,328777.6187
Assault,4177632.2523,334840.4494
Other,4129122.9013,326897.5179
Traffic,4308387.2374,406760.981
Traffic,4308666.1134,406827.4859
Assault,4163509.6999,319853.7618
Theft,4163509.6999,319853.7618
Other,4127244.2121,325650.4595
Family Offense,4152309.1384,329497.1074
Vehicle Stop,4153508.8127,325567.2806
Assault,4159812.2344,325462.6239
Theft,3761123.3208,670723.1736
Other,4130941.5874,326403.8913
Disorder,4130960.0039,325562.2965
Disorder,4130163.6748,327077.1227
Emergency,4130490.3691,325875.242
Theft from Vehicle,4153973.6788,325104.5354
Other,4130194.3241,325002.2007
Other,4126855.7946,331419.3874
Traffic,4376079.3882,172449.6389
Liquor,3762040.4907,672153.8237
Other,4130358.3029,328712.5494
Other,4131151.1795,326252.2406
Community Policing,4162581.4371,319273.0582
Other,4130607.6796,327565.3636
Theft from Vehicle,4129640.4501,328343.5428
Robbery,4197971.0319,297754.4034
Other,4130358.3029,328712.5494
Theft,4077362.6342,529351.0979
Vehicle Recovery,4130798.4338,328076.9162
Other,4130465.3983,327650.5128
Liquor,4162405.2023,325687.5518
Disorder,4127994.7997,326748.7348
Traffic,4159504.7349,323928.6629
Disorder,4374147.9545,172991.1458
Other,4130798.4338,328076.9162
Disorder,4129449.7555,326617.6061
Theft,4130861.6325,328458.9316
Other,4128342.4477,323883.208
Other,4126836.2864,323865.6442
Drugs,4160608.3596,321086.9156
Other,4135703.7552,322950.7012
Theft,4163474.0097,318679.3435
Vehicle Stop,4375686.9196,172060.6575
Vehicle Stop,4160388.5369,322080.433
Disorder,4130143.3333,327095.8505
Theft,4278957.0186,250098.1722
Community Policing,4130143.138,327526.3953
Alarm,4156884.554,329244.42
Theft,4178629.5253,329383.4803
Traffic,4280153.3972,249864.2966
Disorder,4157740.4216,327056.4819
Other,4307718.1756,406772.1258
Assault with Deadly Weapon,3762601.8194,669706.3558
Liquor,4159878.5082,322196.5754
Other,4130827.0185,329194.6955
Disorder,4176659.9779,334755.9847
Theft,4129968.7208,327525.6288
Theft,4190955.0875,299056.4612
Other,4130163.6748,327077.1227
Traffic,4130540.9186,323595.5328
Pedestrian Stop,4128197.4994,325347.4771
Vehicle Stop,4130161.0743,327078.8347
Disorder,4022424.9305,389180.7966
Pedestrian Stop,4130159.9964,326286.0052
Vehicle Stop,4130960.6926,327093.4654
Theft from Vehicle,3760363.2394,669785.0375
Missing Person,4374415.0372,173259.206
Other Sexual Offense,4157883.9965,323356.24
Vehicle Stop,4130933.9426,327373.0081
Assault,4191019.5772,298500.7251
Disorder,4130974.0535,325445.3898
Other,4127597.9909,326106.8493
Other,4130978.5338,325729.5906
Pedestrian Stop,4128516.8692,326499.8574
Property Crime,4192610.4456,297912.1349
Breaking & Entering,4156699.2342,330058.181
Theft,4308322.608,407037.2334
Community Policing,4374032.8531,172322.5336
Disorder,4131633.7072,328270.2381
Liquor,4191117.3757,298982.9404
Other,4128527.3735,326749.7316
Traffic,4176403.1904,332510.152
Liquor,3762433.0952,669712.467
Traffic,4373850.336,172322.8283
Pedestrian Stop,4130846.572,327084.7057
Pedestrian Stop,4374764.3672,172368.7858
Other,4130133.7012,328690.7831
Traffic,4177244.4499,330365.0292
Vehicle Recovery,3760437.7428,669176.5364
Vehicle Recovery,4128318.3561,327330.5395
Community Policing,4130143.1374,327526.4219
Traffic,4127501.738,327242.1248
Community Policing,4374853.8243,172900.629
Other,4149729.0457,308543.6703
Other,4129123.2309,326897.152
Other,4129210.3975,326632.3926
Other,4095645.5423,325073.8117
Disorder,4128340.0692,326771.2713
Traffic,4130126.043,328370.2444
Community Policing,4374298.9378,172460.674
Pedestrian Stop,4130163.6748,327077.1227
Emergency,4128710.0327,326159.476
Weapons Offense,4192317.7787,298290.4117
Theft,4278931.356,250439.237
Other,4129357.6432,326719.6026
Other,4130144.3072,327094.3977
Theft,4130606.2011,328717.5259
Other,4374409.8129,173610.7087
Vehicle Stop,4130944.4816,327999.5686
Community Policing,4130442.1316,325401.5642
Other,4137553.471,327142.4008
Other,4130916.2754,328723.5336
Breaking & Entering,4154924.7117,329608.7137
Traffic,4096448.0366,325785.0144
Breaking & Entering,4191624.2851,299165.6411
Vehicle Stop,4130917.1916,328704.2384
Theft,4160730.2794,324965.6207
Other,4129444.6418,327080.3952
Alarm,4129990.4458,327812.314
Theft,4095645.5423,325073.8117
Traffic,4308394.1592,406633.4753
Theft,4192384.5108,298156.7675
Traffic,4374904.5785,172280.3312
Other,4129712.3235,328734.3471
Assault,4178186.7688,331495.2664
Other,4129792.172,327452.5209
Other,4374389.1013,173838.7477
Disorder,4127119.7145,326685.78
Other,4095182.6626,326206.7999
Disorder,4158849.5483,322735.305
Other,4130133.7012,328690.7831
Traffic,4309213.3807,406553.0178
Other,4129860.5046,326007.2711
Other,4130819.6219,328046.5828
Other,4021882.3271,387362.2427
Other,4130144.3072,327094.3977
Traffic,4158741.4703,324307.0068
Vehicle Stop,4128816.5584,327474.0394
Other,4129815.6558,328351.85
Missing Person,4157154.4757,325652.7589
Theft,4192412.1501,298056.3263
Other,4130482.5861,326614.5281
Vehicle Stop,4128752.0324,327472.792
Alarm,4129990.4458,327812.314
Other,4130095.4154,324927.5997
Vehicle Stop,4128525.8051,327607.9463
Traffic,3762400.142,670351.4728
Traffic,3762306.6316,670823.2723
Traffic,4130917.1916,328704.2384
Property Crime,4095139.3384,325620.7784
Alarm,4130146.5689,327313.3256
Disorder,4131790.0559,328021.4284
Other,4130144.3072,327094.3977
Family Offense,4373641.6259,172718.9243
Theft from Vehicle,4130795.4252,327275.8279
Theft,4130606.2011,328717.5259
Theft,4160109.7491,321397.2131
Other,4127854.8851,325585.9416
Traffic,3760937.6688,669199.5532
Community Policing,4127854.8851,325585.9416
Disorder,4159740.6105,325962.8647
Alarm,4373030.2442,172202.7594
Pedestrian Stop,4128701.3678,326006.9861
Family Offense,4150717.2923,330270.3827
Vehicle Stop,4130932.3878,327661.1789
Breaking & Entering,4129730.3735,328347.4422
Vehicle Stop,4129584.9265,327082.0812
Vehicle Stop,4128525.6836,327625.2046
Other,4130861.6325,328458.9316
Assault,3762494.9935,670582.6898
Pedestrian Stop,4126912.6447,327128.3743
Other,4129259.0231,326909.9022
Community Policing,4130734.7386,328981.2367
Vehicle Stop,4129725.8283,328684.8007
Family Offense,4162582.7063,319273.9344
Traffic,4130145.3254,327421.7157
Traffic,4130163.6748,327077.1227
Vehicle Recovery,3762305.6656,669971.0597
Community Policing,4162582.7063,319273.9344
Alarm,4128034.8557,326720.1768
Theft of Vehicle,4128179.6221,326249.6042
Traffic,4307722.9952,406809.7782
Other,4128081.0468,327353.8329
Pedestrian Stop,4130135.0533,327894.9517
Other,4135658.0003,330196.4299
Theft from Vehicle,4160282.1904,324440.963
Other,4192147.7287,298168.9136
Theft,4192546.5222,298556.5522
